Nama,Alamat,No HP,Jenis Zakat,Jumlah (Rp),Tanggal Pembayaran
Cawisadi Ardianto,"Jl. Kapten Muslihat No. 9, Bima, BT 11570",(0788) 754-1272,Zakat Mal,418140.42,2024-08-22
"Karen Sihombing, S.IP","Gg. Suniaraja No. 8, Kota Administrasi Jakarta Timur, Papua 86058",(062) 610 2717,Zakat Fitrah,862801.55,2024-04-23
"Manah Saputra, M.M.","Gang Pasir Koja No. 990, Blitar, JK 65265",+62-809-940-8025,Zakat Pertanian,795081.14,2025-05-04
Kenzie Samosir,"Gg. Kapten Muslihat No. 4, Pekalongan, Sumatera Utara 73307",+62 (544) 773 6612,Zakat Emas/Perak,506097.66,2023-05-15
"drg. Talia Pranowo, S.Ked","Jalan Erlangga No. 473, Malang, DI Yogyakarta 74230",+62 (765) 033 2834,Zakat Fitrah,319566.59,2025-03-16
Bella Melani,"Gg. Stasiun Wonokromo No. 87, Tomohon, Sumatera Utara 86751",(0973) 381-7747,Zakat Emas/Perak,669475.03,2024-12-03
R.A. Ellis Utama,"Jl. Sentot Alibasa No. 7, Langsa, Bengkulu 67478",+62 (33) 844 9625,Zakat Mal,981418.26,2024-02-06
Virman Winarsih,"Jl. Otto Iskandardinata No. 180, Kota Administrasi Jakarta Pusat, BE 63434",+62-028-169-6180,Zakat Emas/Perak,822443.01,2025-04-28
"Ibrahim Simbolon, M.Farm","Gang Cikutra Barat No. 031, Sukabumi, SG 86421",+62-015-122-2206,Zakat Pertanian,770110.2,2023-09-14
Ade Haryanti,"Gang Jend. Sudirman No. 51, Kota Administrasi Jakarta Timur, JI 80994",(0981) 253-4239,Zakat Perdagangan,394326.61,2024-05-16
"H. Makuta Firmansyah, S.Farm","Jalan Abdul Muis No. 519, Gorontalo, NT 09497",+62 (0815) 732 9920,Zakat Penghasilan,841093.63,2023-09-26
Muhammad Natsir,"Jalan Rumah Sakit No. 1, Serang, Bali 11061",089 583 6491,Zakat Fitrah,818664.17,2025-04-05
Lurhur Permadi,"Jl. Ciumbuleuit No. 317, Bau-Bau, ST 84471",+62 (02) 535-0768,Zakat Fitrah,770504.14,2023-09-22
drg. Kemba Habibi,"Jalan K.H. Wahid Hasyim No. 6, Pekanbaru, DI Yogyakarta 19735",(0953) 902 9409,Zakat Mal,722137.2,2024-12-01
Garang Laksmiwati,"Gang R.E Martadinata No. 9, Bukittinggi, BB 63532",(024) 839-4689,Zakat Emas/Perak,300180.41,2024-01-15
"dr. Betania Gunawan, S.Gz","Gg. Cikutra Timur No. 8, Langsa, SN 35532",+62 (33) 558-5918,Zakat Pertanian,634603.39,2024-08-18
Sutan Harjo Kuswoyo,"Gg. KH Amin Jasuta No. 44, Surakarta, Jambi 49523",+62 (153) 376-4416,Zakat Perdagangan,866954.5,2024-12-01
"Nadine Pranowo, S.Sos","Jl. BKR No. 3, Kota Administrasi Jakarta Barat, BB 43446",+62-083-549-0286,Zakat Pertanian,284024.14,2023-10-25
Adiarja Halimah,"Gang HOS. Cokroaminoto No. 86, Tidore Kepulauan, DKI Jakarta 15843",+62 (0678) 522-0385,Zakat Penghasilan,326128.92,2023-06-04
Farah Santoso,"Jalan Asia Afrika No. 28, Palopo, DKI Jakarta 43212",+62-33-731-8045,Zakat Fitrah,231481.62,2023-12-14
Hamima Rahmawati,"Gang Raya Ujungberung No. 5, Depok, BT 72439",(0977) 585 9946,Zakat Perdagangan,175122.36,2023-11-20
"Dr. Tina Suryono, S.Sos","Jalan Dipatiukur No. 03, Surabaya, KR 27287",+62 (277) 027 8494,Zakat Penghasilan,764041.67,2024-11-05
"Puti Ika Napitupulu, S.Pt","Jl. Cempaka No. 3, Tanjungpinang, Kalimantan Tengah 56699",(092) 950 5498,Zakat Fitrah,346825.66,2023-07-02
"Puti Zalindra Yuniar, S.Sos","Gang Laswi No. 7, Medan, Bengkulu 69747",(0292) 728 2796,Zakat Perdagangan,856550,2024-07-03
"R.A. Almira Widodo, M.Ak","Gang Jend. A. Yani No. 24, Bekasi, KS 19648",+62 (042) 252 7079,Zakat Emas/Perak,114715.85,2023-06-30
"Harto Kuswandari, S.E.I","Jalan Stasiun Wonokromo No. 075, Malang, NT 43939",+62 (56) 411 3353,Zakat Perdagangan,675615.14,2023-06-25
Dr. Paulin Hastuti,"Jl. Cempaka No. 8, Jambi, Sulawesi Tenggara 12383",+62 (69) 946-4629,Zakat Perdagangan,903454.52,2023-12-08
"Rama Safitri, S.T.","Gg. Monginsidi No. 9, Pekanbaru, Kalimantan Selatan 78173",(0460) 020-8865,Zakat Fitrah,663558.54,2024-04-10
Salwa Saefullah,"Gang Ahmad Yani No. 924, Kota Administrasi Jakarta Barat, Sulawesi Selatan 04800",+62-061-073-0051,Zakat Pertanian,591862.9,2023-09-21
Drs. Darimin Mustofa,"Gg. Waringin No. 273, Blitar, SS 07576",(026) 502 0938,Zakat Pertanian,888779.28,2025-03-09
Drs. Cakrabuana Namaga,"Gg. Cikutra Timur No. 590, Cilegon, KB 68173",+62-008-757-6541,Zakat Mal,942833.89,2025-03-26
Cut Azalea Purwanti,"Jalan M.T Haryono No. 296, Sungai Penuh, MU 21600",+62 (044) 616 7580,Zakat Fitrah,811432.56,2023-11-10
"Clara Yolanda, S.IP","Jalan Dipatiukur No. 97, Kotamobagu, BT 55733",+62 (027) 055 7517,Zakat Fitrah,690193.45,2025-01-30
Bakti Kusumo,"Gang Ahmad Dahlan No. 8, Banjarbaru, SN 11262",+62 (425) 013-0137,Zakat Pertanian,596271.11,2023-06-06
Galar Usamah,"Jl. Kiaracondong No. 24, Kediri, SS 67880",0825716030,Zakat Mal,281798.05,2025-01-14
"Nadine Sihombing, S.I.Kom","Gang Soekarno Hatta No. 2, Pasuruan, DKI Jakarta 74579",(073) 637-5450,Zakat Emas/Perak,915371.89,2023-10-28
Hilda Haryanto,"Jl. Rajawali Timur No. 43, Kota Administrasi Jakarta Utara, Bengkulu 21711",(044) 136 4206,Zakat Mal,519656.87,2023-09-27
Sarah Utami,"Gang Tebet Barat Dalam No. 155, Sungai Penuh, Jambi 02608",0802333853,Zakat Mal,39435.27,2024-09-25
Azalea Permadi,"Jl. M.H Thamrin No. 0, Sibolga, Aceh 98230",(0065) 660-6888,Zakat Perdagangan,688429.76,2023-09-04
Teguh Najmudin,"Gang Cempaka No. 6, Cimahi, SU 24373",+62 (0664) 090-3340,Zakat Fitrah,805810.88,2024-12-21
Titi Riyanti,"Gg. Cikutra Barat No. 2, Batam, Sulawesi Tenggara 91233",(0734) 140 3939,Zakat Fitrah,946798.08,2024-06-01
Ir. Cager Safitri,"Gang Kapten Muslihat No. 53, Meulaboh, Kalimantan Tengah 65525",(006) 079-5713,Zakat Perdagangan,923257.06,2024-10-03
Labuh Mangunsong,"Jl. Gardujati No. 21, Bandar Lampung, BA 28211",(0051) 079 0890,Zakat Emas/Perak,36444.71,2023-08-13
R. Gading Hakim,"Gg. Kutai No. 2, Depok, Sumatera Barat 17830",+62 (074) 458-4740,Zakat Perdagangan,445294.2,2025-01-12
Lidya Pratiwi,"Jl. W.R. Supratman No. 429, Kota Administrasi Jakarta Selatan, Kalimantan Selatan 70695",+62-068-902-8634,Zakat Perdagangan,222033.71,2023-08-24
Zulfa Kusmawati,"Gang Suniaraja No. 0, Tanjungbalai, Banten 70924",(0637) 813-3419,Zakat Perdagangan,565732.21,2024-06-08
Sabri Natsir,"Gang Jend. A. Yani No. 7, Purwokerto, Sulawesi Selatan 08796",+62 (148) 004 0324,Zakat Pertanian,60131,2024-02-14
Ellis Prayoga,"Gang Abdul Muis No. 834, Tasikmalaya, JT 30726",(0222) 650-3533,Zakat Penghasilan,149649.29,2024-10-19
Asmuni Wulandari,"Gg. PHH. Mustofa No. 40, Parepare, KR 29943",(0726) 778 7109,Zakat Fitrah,217983.54,2024-01-28
Bella Lazuardi,"Gg. Ronggowarsito No. 2, Bima, PA 39839",+62 (99) 569 1983,Zakat Fitrah,712897.21,2024-07-12
"Novi Wibisono, M.Farm","Gg. Kiaracondong No. 49, Ternate, KB 05645",+62 (81) 427-3693,Zakat Fitrah,614268.32,2023-08-25
"Ir. Talia Prasetya, M.Kom.","Gg. Cihampelas No. 75, Mojokerto, SG 90352",+62 (95) 488-0443,Zakat Fitrah,488157.87,2024-10-26
"Kasiran Purwanti, S.Farm","Jl. HOS. Cokroaminoto No. 6, Surakarta, RI 99692",(080) 316-9827,Zakat Mal,943527.97,2024-06-26
Tina Sihombing,"Jl. Dr. Djunjunan No. 09, Parepare, PB 92890",+62-0546-996-7413,Zakat Penghasilan,257221.91,2024-09-17
Ir. Lanjar Maryadi,"Gg. BKR No. 6, Pekanbaru, SB 42100",+62 (836) 645-4949,Zakat Perdagangan,417917.33,2023-09-24
"Cici Lailasari, S.E.I","Gang Siliwangi No. 6, Mataram, KR 39384",+62 (633) 815 6964,Zakat Perdagangan,36537.97,2024-11-03
"Tgk. Balapati Nasyiah, S.Farm","Jl. Rajawali Timur No. 79, Palangkaraya, Gorontalo 85738",+62 (059) 116-2745,Zakat Perdagangan,240082.24,2025-03-06
Jagapati Nababan,"Gang Pelajar Pejuang No. 7, Lhokseumawe, Sulawesi Tengah 61482",+62 (0259) 753-4092,Zakat Penghasilan,133664.61,2024-01-29
Samsul Usamah,"Jalan Pasteur No. 67, Payakumbuh, Sumatera Utara 07817",+62 (297) 523 9805,Zakat Perdagangan,257342.03,2023-05-31
"Gasti Aryani, S.Psi","Jalan Setiabudhi No. 26, Palopo, Sumatera Barat 34769",+62 (96) 341-6345,Zakat Emas/Perak,223432.66,2024-06-20
Clara Prasasta,"Jl. Medokan Ayu No. 2, Jayapura, Kalimantan Selatan 76127",(079) 800 4751,Zakat Perdagangan,579540.44,2024-01-29
"H. Kenes Prayoga, S.I.Kom","Jl. PHH. Mustofa No. 56, Surakarta, GO 86846",+62 (966) 029-5856,Zakat Fitrah,878522.74,2023-06-12
Damar Siregar,"Jl. Jayawijaya No. 71, Surabaya, NT 07468",+62 (0726) 399 7600,Zakat Pertanian,671577.48,2024-12-28
Garang Yuliarti,"Gg. Dipenogoro No. 7, Sorong, Maluku 46191",087 497 4221,Zakat Perdagangan,548631.29,2024-03-16
Jamil Saragih,"Jalan Ronggowarsito No. 0, Pematangsiantar, Jawa Barat 89285",(032) 429 5544,Zakat Mal,30634.12,2024-09-25
Ir. Harsaya Siregar,"Gang Sentot Alibasa No. 78, Banda Aceh, BT 27722",+62-62-828-9124,Zakat Pertanian,985631.25,2023-05-29
Febi Astuti,"Jalan Kebonjati No. 58, Bontang, Riau 60874",089 609 0065,Zakat Penghasilan,673890.61,2024-07-29
Dr. Ridwan Purwanti,"Gang Cikutra Barat No. 760, Sawahlunto, NT 31045",+62-951-342-4619,Zakat Pertanian,451577.58,2023-07-08
Zaenab Laksmiwati,"Gang Suniaraja No. 080, Pasuruan, Nusa Tenggara Timur 29907",+62 (81) 836 4559,Zakat Fitrah,654752.26,2024-08-02
Ulya Rahmawati,"Gg. W.R. Supratman No. 093, Probolinggo, AC 98274",+62 (067) 939 6124,Zakat Emas/Perak,234092.1,2025-05-06
"dr. Daryani Lestari, M.Ak","Gang HOS. Cokroaminoto No. 077, Banjarbaru, DI Yogyakarta 03818",+62-002-690-1413,Zakat Perdagangan,626432.65,2023-11-09
Drs. Kezia Putra,"Gang Lembong No. 59, Serang, Sulawesi Utara 89575",(050) 485 8766,Zakat Emas/Perak,487997.99,2025-04-29
Wage Mustofa,"Gg. Siliwangi No. 0, Kota Administrasi Jakarta Pusat, BA 80904",+62 (25) 977-6746,Zakat Fitrah,645295.1,2023-10-10
"Drs. Zalindra Nasyiah, M.TI.","Gang Gegerkalong Hilir No. 77, Bitung, JK 19339",+62 (0620) 089 2578,Zakat Perdagangan,806284.78,2023-10-07
"Tgk. Bella Sihotang, S.Pd","Gg. Ir. H. Djuanda No. 0, Banjarbaru, MU 90219",+62 (024) 783 7483,Zakat Perdagangan,895229.49,2024-02-18
Sutan Jarwi Wibisono,"Gang Monginsidi No. 31, Ambon, KB 11306",+62-311-220-8200,Zakat Fitrah,762401,2023-11-13
Nadine Widodo,"Jalan Erlangga No. 211, Tanjungbalai, Kalimantan Timur 46230",+62 (680) 835 8063,Zakat Emas/Perak,355949.97,2024-11-06
Kasiran Nashiruddin,"Jl. S. Parman No. 0, Ambon, Papua 00819",(0026) 334 4719,Zakat Penghasilan,591664.95,2024-11-11
Uda Wastuti,"Gang Lembong No. 58, Purwokerto, Kalimantan Barat 84285",+62 (032) 071-3304,Zakat Perdagangan,790178.37,2025-03-18
"Zamira Mandala, S.Kom","Jl. Surapati No. 6, Binjai, Kalimantan Barat 46079",(0168) 837-1355,Zakat Mal,673581.88,2025-01-19
"Zulfa Kuswoyo, S.Ked","Gang Raya Ujungberung No. 807, Pagaralam, Nusa Tenggara Barat 92192",+62-034-289-4841,Zakat Penghasilan,949265.18,2023-05-07
"Febi Sihombing, S.E.","Jalan Jakarta No. 922, Blitar, Kalimantan Utara 44815",(0665) 739 8657,Zakat Mal,814542.09,2023-09-12
Candrakanta Maheswara,"Gang Cihampelas No. 5, Singkawang, Nusa Tenggara Timur 22720",+62 (740) 113 0233,Zakat Pertanian,149246.21,2024-04-27
Drs. Fathonah Andriani,"Gg. Pasir Koja No. 561, Kota Administrasi Jakarta Timur, Jambi 71010",+62-01-785-5757,Zakat Perdagangan,922643.47,2024-08-30
Shakila Sihombing,"Jalan Merdeka No. 38, Surabaya, Sulawesi Tengah 75775",(044) 266-4730,Zakat Pertanian,420080.09,2023-05-16
drg. Bala Waluyo,"Gg. K.H. Wahid Hasyim No. 1, Kota Administrasi Jakarta Utara, BE 33844",+62 (006) 396-5723,Zakat Mal,724189.07,2024-12-06
"KH. Candra Rajata, M.Kom.","Jl. Rajawali Barat No. 2, Bukittinggi, Maluku Utara 23244",(0628) 276-0580,Zakat Emas/Perak,277410.2,2024-08-25
Irma Samosir,"Gang Joyoboyo No. 16, Batam, Maluku Utara 98565",+62 (695) 062 0308,Zakat Mal,871626.39,2025-04-10
Ir. Amalia Hidayanto,"Jl. Pacuan Kuda No. 562, Sungai Penuh, MU 24109",(048) 401 1556,Zakat Perdagangan,875174.13,2024-12-06
Carla Kusmawati,"Gg. KH Amin Jasuta No. 9, Banjarmasin, SB 36989",+62 (50) 869 9458,Zakat Fitrah,90500.96,2024-01-20
Asmianto Habibi,"Gg. Suryakencana No. 864, Pekalongan, LA 71736",+62 (430) 975 3369,Zakat Penghasilan,656399.64,2024-01-20
R.A. Cinta Ardianto,"Gg. Ciumbuleuit No. 83, Pontianak, KI 98974",+62-0870-983-0441,Zakat Mal,332980.24,2025-05-03
Karna Thamrin,"Jalan Wonoayu No. 25, Palu, Maluku Utara 32563",+62 (092) 050-2010,Zakat Fitrah,38194.59,2023-09-06
Ir. Raden Narpati,"Jalan R.E Martadinata No. 4, Sawahlunto, Jawa Tengah 91735",+62 (0180) 157 7532,Zakat Mal,450279.08,2023-12-24
Diah Gunarto,"Jalan Raya Setiabudhi No. 305, Bontang, JK 69163",+62 (85) 109 1596,Zakat Mal,505846.18,2024-03-29
"Zulaikha Iswahyudi, M.Pd","Jl. Rawamangun No. 97, Pekalongan, PB 36073",0890520485,Zakat Pertanian,978829.52,2025-04-06
Dariati Utami,"Gang Rajiman No. 97, Probolinggo, Kepulauan Bangka Belitung 75012",+62-0376-414-9955,Zakat Emas/Perak,692022.51,2024-01-27
"Tina Fujiati, S.Farm","Jalan Astana Anyar No. 7, Bogor, Nusa Tenggara Timur 56425",+62 (06) 426-4507,Zakat Fitrah,582980.57,2024-05-13
R. Muni Hariyah,"Jl. Pacuan Kuda No. 390, Cilegon, JK 22956",+62-191-590-6564,Zakat Perdagangan,915309.38,2024-11-16
"Hamima Siregar, S.Farm","Gang Ronggowarsito No. 632, Pangkalpinang, Maluku Utara 97580",+62-224-060-2893,Zakat Fitrah,368362.04,2024-03-23
Ghani Hartati,"Gg. Astana Anyar No. 648, Banda Aceh, Sulawesi Selatan 09458",+62 (0668) 641-1199,Zakat Perdagangan,424068,2023-12-24
"Asirwada Rajata, M.Farm","Jl. Pasteur No. 7, Pariaman, NB 57386",088 034 7167,Zakat Mal,953487.38,2024-06-18
Darimin Sihombing,"Gg. Veteran No. 75, Tangerang Selatan, YO 17737",(0106) 700 4669,Zakat Mal,144136.83,2024-03-03
Hilda Rahimah,"Gg. Raya Ujungberung No. 758, Metro, AC 14918",+62 (421) 258 4242,Zakat Emas/Perak,607385.57,2025-03-21
"drg. Gilda Hassanah, S.Pd","Jalan Kutai No. 671, Bima, SU 32584",+62 (016) 713-7433,Zakat Mal,770955.74,2024-10-26
Ganep Padmasari,"Gang Jend. A. Yani No. 98, Ternate, Sulawesi Selatan 28666",085 382 8970,Zakat Mal,381122.51,2025-03-01
drg. Banawa Agustina,"Jl. Ciumbuleuit No. 23, Tasikmalaya, Papua 18159",+62 (323) 984-9874,Zakat Fitrah,792865.84,2025-04-29
Lamar Budiyanto,"Jalan Yos Sudarso No. 8, Cirebon, SU 33459",+62 (26) 257 5001,Zakat Emas/Perak,949835.56,2025-03-19
"R. Syahrini Natsir, S.Farm","Gg. Indragiri No. 3, Bandar Lampung, SG 14796",(0516) 750-3270,Zakat Pertanian,292669.5,2024-01-17
"Cut Ella Thamrin, S.T.","Gang Ronggowarsito No. 4, Sukabumi, Kalimantan Utara 31871",+62 (328) 874 4150,Zakat Penghasilan,166035.45,2024-05-28
"dr. Paris Wastuti, M.Pd","Jalan Tebet Barat Dalam No. 200, Palopo, Papua Barat 57238",(0240) 545 1238,Zakat Mal,370002.17,2024-09-18
"Drs. Samiah Putra, S.Sos","Gg. Sukajadi No. 9, Pontianak, SU 31943",0838114009,Zakat Penghasilan,850007.26,2024-03-19
"Tgk. Jatmiko Megantara, M.Kom.","Jl. Wonoayu No. 38, Bandung, Kalimantan Barat 74724",+62 (0893) 642-3295,Zakat Penghasilan,840462.59,2024-05-29
Empluk Utami,"Gg. Waringin No. 267, Tebingtinggi, Papua Barat 66270",088 993 3452,Zakat Fitrah,194269.3,2024-11-19
"R. Perkasa Oktaviani, S.Sos","Jl. Sukajadi No. 74, Bengkulu, JK 40579",+62 (0828) 472 1599,Zakat Fitrah,374685.49,2024-02-27
"Mursita Rajata, M.Farm","Jl. Wonoayu No. 4, Blitar, Kalimantan Utara 01705",(075) 569-5193,Zakat Fitrah,216762.57,2024-06-07
"Gawati Rahimah, S.IP","Gang M.H Thamrin No. 917, Bandung, SS 93249",+62 (757) 190-6748,Zakat Pertanian,931160.88,2025-05-02
Puti Ira Saragih,"Gang Jend. Sudirman No. 6, Manado, SG 88302",+62 (47) 326 0930,Zakat Emas/Perak,222251.85,2025-01-12
Kani Thamrin,"Gg. S. Parman No. 8, Sabang, DKI Jakarta 89802",(0562) 127 9611,Zakat Emas/Perak,674620.33,2025-04-15
"T. Jais Hutagalung, S.I.Kom","Jl. Dipatiukur No. 872, Tarakan, MA 08277",(061) 252 4082,Zakat Penghasilan,707165.78,2024-02-26
Ami Melani,"Jl. Rumah Sakit No. 70, Sorong, SR 98029",088 215 1103,Zakat Mal,563206.47,2023-07-31
Hana Siregar,"Jl. Wonoayu No. 816, Jayapura, MU 35583",+62-044-040-7946,Zakat Penghasilan,210213.98,2024-09-19
Mala Mardhiyah,"Gg. Cempaka No. 4, Padang, Jawa Barat 43516",+62-64-535-8045,Zakat Perdagangan,966016.3,2023-11-27
Rahmat Mahendra,"Gang Tubagus Ismail No. 94, Palembang, Riau 73575",(0794) 271 8374,Zakat Pertanian,644500.36,2024-04-15
Cawisono Megantara,"Jl. Jamika No. 95, Tidore Kepulauan, MA 77655",(075) 864 9429,Zakat Pertanian,746540.68,2024-05-12
dr. Chandra Haryanto,"Gang Gardujati No. 285, Bau-Bau, MU 23266",+62 (0760) 273-9984,Zakat Penghasilan,149988.92,2024-03-30
Warsa Andriani,"Jl. Abdul Muis No. 494, Palangkaraya, Nusa Tenggara Barat 63443",+62 (011) 766-3267,Zakat Pertanian,756103.47,2024-05-18
Hasna Purnawati,"Gang Ciumbuleuit No. 196, Yogyakarta, Sulawesi Selatan 75723",+62 (050) 564-9055,Zakat Pertanian,941836.8,2024-07-20
Kamal Widiastuti,"Jl. Jamika No. 6, Pangkalpinang, Bengkulu 86514",+62-06-533-8781,Zakat Emas/Perak,497360.13,2024-07-30
Ella Lazuardi,"Jl. Cikapayang No. 7, Pontianak, Aceh 81105",(0244) 932-0225,Zakat Penghasilan,232004.73,2025-03-21
"drg. Cahyadi Prabowo, S.H.","Gang Ahmad Yani No. 11, Tegal, Kalimantan Barat 06807",+62 (02) 832 2288,Zakat Pertanian,987149.29,2024-05-01
"Pranata Tarihoran, M.Farm","Gang Sukabumi No. 89, Magelang, Sumatera Barat 58832",+62 (76) 933 1431,Zakat Mal,327742.83,2025-01-10
Mila Hastuti,"Gg. Sentot Alibasa No. 0, Kota Administrasi Jakarta Utara, ST 54322",081 923 3205,Zakat Emas/Perak,168836.15,2025-02-26
Jindra Jailani,"Gg. Kebonjati No. 0, Palu, ST 21635",+62 (0558) 235-8884,Zakat Perdagangan,482366.68,2024-11-23
"Cut Juli Mahendra, S.H.","Gg. Indragiri No. 8, Banda Aceh, KI 24944",+62 (090) 149 8607,Zakat Pertanian,178841.56,2025-02-12
Cakrabuana Latupono,"Jalan Yos Sudarso No. 05, Tidore Kepulauan, DKI Jakarta 02150",+62 (42) 301-9025,Zakat Emas/Perak,977918.21,2024-05-29
Kani Sihombing,"Gg. S. Parman No. 194, Tual, Kalimantan Selatan 83311",+62 (317) 439 5664,Zakat Perdagangan,26624.92,2024-01-05
Malika Haryanto,"Jalan Raya Setiabudhi No. 1, Tasikmalaya, SR 11134",(088) 030 6839,Zakat Mal,502799.3,2024-11-08
Paulin Hutapea,"Jalan Kebonjati No. 57, Banda Aceh, Bali 33116",(074) 376-1294,Zakat Fitrah,997755.39,2024-10-16
"drg. Argono Utama, S.IP","Gang Veteran No. 71, Balikpapan, GO 24325",+62-0460-187-7932,Zakat Emas/Perak,146752.87,2024-10-23
Ifa Anggraini,"Jl. Peta No. 46, Bandar Lampung, PB 38342",+62 (604) 578 1672,Zakat Fitrah,803739.67,2023-09-05
Puspa Uwais,"Jl. Monginsidi No. 0, Solok, Nusa Tenggara Timur 93248",+62 (0403) 832-8509,Zakat Mal,546044.12,2025-01-31
"drg. Safina Yuliarti, M.M.","Jalan Gardujati No. 5, Magelang, Sulawesi Barat 44961",+62 (35) 452 3241,Zakat Mal,242962.68,2024-11-13
Dr. Raihan Prasetyo,"Gang S. Parman No. 05, Surakarta, SN 16048",+62 (029) 994 3122,Zakat Penghasilan,251873.53,2024-06-12
"Drs. Tania Laksita, M.Kom.","Gg. Kutisari Selatan No. 04, Pekanbaru, Sulawesi Tengah 38918",(064) 329-8484,Zakat Pertanian,213226.28,2024-09-25
"Laswi Wastuti, S.I.Kom","Gg. Veteran No. 703, Banda Aceh, Papua Barat 92984",+62 (71) 714 9942,Zakat Perdagangan,768402.3,2024-06-22
Septi Maryati,"Gang Jamika No. 1, Tangerang Selatan, SU 68879",+62 (0903) 886 5841,Zakat Penghasilan,521069.24,2025-01-22
Drs. Farhunnisa Jailani,"Gg. M.H Thamrin No. 88, Salatiga, RI 39287",+62 (019) 213-2134,Zakat Pertanian,955588.53,2024-04-16
"Dr. Asmuni Sihombing, S.IP","Gg. Waringin No. 71, Pasuruan, PB 34202",+62 (032) 968 0420,Zakat Penghasilan,874124.02,2025-02-20
"drg. Queen Sihotang, M.TI.","Jalan Jayawijaya No. 06, Pontianak, Jambi 62573",+62-078-605-9322,Zakat Emas/Perak,526469.82,2023-08-16
"dr. Uli Waluyo, S.Psi","Gg. Yos Sudarso No. 82, Magelang, PB 08196",(0692) 641-3539,Zakat Fitrah,680698.87,2023-12-27
Jumadi Handayani,"Jl. Gedebage Selatan No. 6, Palembang, KU 35212",(038) 511-6510,Zakat Fitrah,946703.15,2023-09-29
Digdaya Astuti,"Gang H.J Maemunah No. 68, Magelang, LA 51725",+62 (089) 859 8071,Zakat Pertanian,250447.55,2023-10-23
Pia Natsir,"Jalan Abdul Muis No. 0, Solok, Nusa Tenggara Timur 40820",+62-0480-178-1791,Zakat Perdagangan,864208.68,2024-01-12
Pardi Najmudin,"Jl. Kendalsari No. 9, Banjarmasin, RI 88057",+62 (806) 143-2548,Zakat Perdagangan,906681.79,2025-05-04
Bella Marpaung,"Gg. Raya Ujungberung No. 36, Gorontalo, KS 69591",+62 (097) 842 6767,Zakat Pertanian,604149.67,2025-01-28
Tirta Budiyanto,"Jl. Cikutra Timur No. 0, Surakarta, ST 69252",+62 (039) 122-2007,Zakat Mal,45900.91,2024-04-14
"dr. Eli Januar, S.Sos","Jalan Bangka Raya No. 7, Batu, SU 26951",+62 (499) 967-5071,Zakat Fitrah,339366.8,2025-03-05
"Mustofa Winarno, M.M.","Jalan Ciumbuleuit No. 09, Jambi, KI 51506",086 321 3509,Zakat Pertanian,182305.92,2024-05-11
Ratna Rahayu,"Jl. Jend. Sudirman No. 142, Purwokerto, MA 58568",+62 (571) 105-2828,Zakat Mal,369278.76,2024-01-26
Karimah Permata,"Gang Kendalsari No. 90, Sawahlunto, SS 08731",(0156) 659-0760,Zakat Penghasilan,200684.66,2024-11-10
Ira Laksita,"Gg. Cikutra Barat No. 372, Denpasar, SR 54155",(0271) 740-8156,Zakat Mal,755813.75,2024-06-09
"Tgk. Karen Setiawan, S.Ked","Jl. Cikutra Barat No. 10, Sorong, Bengkulu 72311",(0372) 928 2193,Zakat Fitrah,826204.33,2023-05-11
"Bakti Marpaung, M.M.","Jl. Peta No. 367, Pontianak, NT 21645",+62-051-175-4323,Zakat Fitrah,681606,2024-08-15
Talia Napitupulu,"Gang Yos Sudarso No. 743, Bau-Bau, BE 77327",(009) 356-5236,Zakat Mal,444607.23,2024-03-26
Yuni Halimah,"Gang Pasirkoja No. 380, Salatiga, NB 34734",+62 (0081) 808-0620,Zakat Fitrah,532582.26,2023-06-21
"Icha Hutasoit, M.Kom.","Gg. Cempaka No. 910, Solok, Kalimantan Utara 34071",+62 (0163) 718-0119,Zakat Fitrah,859032.54,2024-01-29
Putu Farida,"Gang Bangka Raya No. 411, Tual, NT 54364",+62-066-195-3703,Zakat Pertanian,719859.24,2024-02-27
Nugraha Wibisono,"Jl. Kutisari Selatan No. 8, Pasuruan, JK 69601",(0444) 987-4544,Zakat Perdagangan,605704.89,2024-05-22
Dr. Gina Halimah,"Gg. Astana Anyar No. 07, Padang, Sulawesi Tenggara 20771",0895865099,Zakat Perdagangan,44693.03,2023-09-23
"Sutan Wadi Saputra, S.I.Kom","Jl. Rawamangun No. 691, Ternate, Maluku Utara 11066",+62-0997-579-3523,Zakat Mal,921811.69,2023-05-28
"Jaiman Hutapea, M.Pd","Gang Asia Afrika No. 3, Padangpanjang, Maluku Utara 52071",084 832 7246,Zakat Perdagangan,957988.76,2023-07-25
Kartika Santoso,"Jalan Peta No. 09, Tomohon, DI Yogyakarta 09406",+62-498-530-8470,Zakat Mal,779190.05,2024-03-26
"Ir. Kenes Pranowo, M.Pd","Jalan Gedebage Selatan No. 7, Bitung, Aceh 07538",+62 (020) 614-1766,Zakat Penghasilan,881791.24,2023-08-10
"Okta Manullang, S.E.","Jalan Yos Sudarso No. 7, Kota Administrasi Jakarta Selatan, Sumatera Utara 40082",(0545) 850-2527,Zakat Mal,948264.12,2023-10-05
"Kairav Pradipta, S.Kom","Gang Kiaracondong No. 67, Semarang, Kalimantan Timur 02392",+62-592-955-8873,Zakat Pertanian,242663.9,2025-02-17
"Drs. Harsaya Hidayat, M.M.","Jl. Rajawali Timur No. 56, Depok, Gorontalo 08023",+62-0928-998-1021,Zakat Penghasilan,669241.52,2024-03-07
